Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
1145,GEOSPATIAL ANALYST,Pixxel,,,"Bengaluru, Karnataka","
Collaborate with data scientists, and ML/AI engineers and work towards development of a product .
You will be working on developing agroecosystem modeling and…
",
1146,Embedded Engineer,shevolve,,,"Pune, Maharashtra","
Developing end to end embedded devices / product to align with overall solutions architect.
Selecting and using the most appropriate and efficient technologies…
",
1147,Applied ML Engineer,4CRisk.ai Software,,,"Bengaluru, Karnataka","
4CRisk is an AI start-up uniquely positioned to identify and solve the annual $300 billion Risk and Compliance problem for banks, non-bank financial…
",
1148,Engineer,LT Technology Services,,,"Bengaluru, Karnataka","
Job Description for SystemC Modelling (C++ with Embedded background (with hardware knowledge) :
Responsible for development of SystemC models for architectural…
",
1149,AI / ML Engineer ( Google Cloud),Techneplus,,,"Chennai, Tamil Nadu","
We are looking for a highly capable machine learning engineer to optimize our machine learning systems.
Analyzing the ML algorithms that could be used to solve…
",
1150,"Physical Design Methodology Engineer, ASIC",Google,,,"Bengaluru, Karnataka","
Bachelor's degree in Electrical Engineering, Technology, or related field or equivalent practical experience.
Experience in high-performance synthesis, PnR, and…
",
1151,AI & ML Engineer,Stanra Tech Solutions,,,"Kochi, Kerala","
6+ years of experience in AI, Machine learning and Data Science.
Experience in using AI and ML services from the GCP and AWS.
",
1152,Software Engineer,Purplegrids,,,"Bengaluru, Karnataka","
Designs Conversation Scripts, Bot Responses and user journey to create consumer facing Chatbots with personality, character and human user interactions.
",
1153,Data Engineer,Peak AI,,,"Pune, Maharashtra","
You'll get to work closely with our Data Science and Customer Success teams to deliver AI solutions for our customers, ultimately helping those customers grow…
",
1154,newSenior QA Engineer,IBM,,,"Kochi, Kerala+1 location","
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",
1155,ML Engineer,Merit Group,,,"Chennai, Tamil Nadu","
Mentor junior and mid-level engineers;
Minimum 3 – 5 years of on the job experience in Domain (ML, DL, NLP).
Ability to design and develop machine learning and…
",
1156,"MTS/SMTS UI Engineer Bangalore, Karnataka",VMware,,,"Bengaluru, Karnataka+1 location","
The team consists of engineers, architects, UX designers and Product managers, with experience ranging from less than a year to more than 20 years.
",
1157,newSenior Operations Engineer,firstlight.ai,,,"Chennai, Tamil Nadu","
Receiving direction from multiple parties and correlating action items.
Acknowledge, analyze and validate incidents received through other reporting mechanisms…
",
1158,Software Engineer,Neoastra Technologies India,,,"Remote in Bengaluru, Karnataka","
AI EngineerLocation- Bangalore, IndiaBenefits: Health Insurance, Paid Time Off.
Experience: 0 to 2 Years.
Travel: May have to frequently visit on-site within…
",
1159,Deep Learning Engineer,RadiusAI,,,Remote in Karnataka,"
RadiusAI is an early-stage startup that is helping brick & mortar retailers provide a level of experience that surpasses online experiences through AI and video…
",
1160,newInformation Security Engineer,MoEngage,,,"Bengaluru, Karnataka","
About MoEngage MoEngage is an intelligent customer engagement platform, built for customer-obsessed marketers and product owners.
",
1161,AI Engineer - 3D Perception,Continental,,,"Bengaluru, Karnataka","
Develop state-of-the-art algorithms in one or all of the following areas: deep learning (convolutional neural networks), structure from motion, object detection…
",
1162,EDI Engineer,Rockwell Automation,,,"Pune, Maharashtra","
System Monitoring and general support.
Ensure all production transactions are successfully processed.
Analyze and resolve failed transactions.
",
1163,newTechnical Services Engineer – Guardium L2,IBM,,,"Ahmedabad, Gujarat+1 location","
Our engineers are expected to become product subject matter experts by continuously enhancing and growing technical and communication skills.
",
1164,ASIC/SoC RTL Engineer,Google,,,"Bengaluru, Karnataka","
We need our engineers to be versatile and passionate to take on new problems as we continue to push technology forward.
MSSE with 5 years of experience.
",
1165,Customer Support Engineer,Purplegrids,,,"Bengaluru, Karnataka","
Purplegrids is a market leader in the development of advanced Conversational AI Platform that revolutionise customer experience.
Graduate in Masters/Bachelor’s.
",
1166,newAutomation Engineer (PLC),FACTANA,,,"Bengaluru, Karnataka","
Factana is a leading Industry 4.0 Platform provider based out of Bengaluru, India with offices in USA.
We are in the mission of making IoT and AI technologies…
",
1167,Research Engineer,Amex,,,"Gurgaon, Haryana","
We’ve Got Your Back.
At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways.
",
1168,newLead Appl/Sys Sales Engineer,Honeywell,,,"Pune, Maharashtra","
The candidate should be comfortable in a conversation with the product team/ application engineers to link process optimization best practices to actual…
",
1169,QA Engineer/Sr. QA Engineer (Manual + Automation),GoKwik,,,Temporarily Remote in India,"
GoKwik was founded in 2020 with one simple mission, to democratize the shopping experience and increase the GMV realization for e-commerce businesses.
",
1170,AI Engineer,Huddl,,,"Bengaluru, Karnataka","
The ideal candidate will have experience in the latest techniques in Artificial Intelligence, Natural Language Processing, Machine Learning (including Deep…
",
1171,Frontend Engineer,Kintent Inc.,,,"Remote in Pune, Maharashtra","
Experience as a frontend engineer writing single-page applications that talk to API backends, and knowledge of JavaScript, CSS, and HTML.
",
1172,ML/AI Engineers,innData Analytics,,,"Visakhapatnam, Andhra Pradesh","
Researching and implementing ML Algorithms and tools.
Picking appropriate data representation methods.
Identifying differences in data distribution that affects…
",
1173,newData Engineer,BT,,,India,"
Our mission is to break down the barriers of today to release the potential of tomorrow.
Join us today and release yours.
Work in an SecDevOps environment.
",
1174,Sr Technical Support Engineer,AUTOMATION ANYWHERE,,,"Vadodara, Gujarat","
The engineer should be ready to work 24X7X365 rotating shift based on business requirements.
Frontline engineer is also responsible for KB and RCA for the non…
",
1175,newData Engineer,BT,,,India,"
Our Data Engineering teams are building our next generation Data platforms and are our main contributors to materialise BT Digital strategy.
",
1176,Sr Technical Support Engineer,AUTOMATION ANYWHERE,,,"Vadodara, Gujarat","
The engineer should be ready to work 24X7X365 rotating shift based on business requirements.
Frontline engineer is also responsible for KB and RCA for the non…
",
1177,Integrations Engineer,Bluecore,,,+1 locationRemote,"
As an IE, you will bring your technical know-how to the main connections of the Bluecore engine to our clients - drawing meaningful intelligence from their…
",
1178,Associate MLOps Engineer,XenonStack,,,"Chandigarh, Chandigarh","
XenonStack’s Artificial intelligence team is looking for a passionate Machine Learning Ops Engineer to help us discover and implement state-of-the-art solutions…
",
1179,newFinance Executive,ProVal Technologies,,,"Temporarily Remote in Pune, Maharashtra","
The founding team consists of engineers from IIT and a lawyer with a practice in the Supreme Court.
Provakil is a new-age legal operations management suite for…
",
1180,newSoftware Engineer,eBay Inc.,,,Remote,"
We’re looking to hire an engineer with full stack experience to help build this new stack.
Responsibilities:Collaborate closely with architects and other…
",
1181,newR&D Engineer,ABB,,,"Bengaluru, Karnataka","
In this role you will be reporting to the R&D Team Lead and responsible to identify, propose, and implement innovative technology, software and/or solutions by…
",
1182,newComputer Vision Engineer,HyringNinja,,,"Vashi, Navi Mumbai, Maharashtra","
Designing and developing an OCR engine to extract structured text from images.
Build and deploy models for extracting signals for underwriting from image data.
",
1183,Machine Learning Engineer,Samespace,,,"Remote in Mumbai, Maharashtra","
Analyze real world problems and identify AI and ML solutions.
Explore and visualize data to gain an understanding, and then identify differences in data…
",
1184,newEntry Level Engineering Data Author,BOEING,,,"Chennai, Tamil Nadu","
These positions will focus on supporting the Boeing Corporate business organization.
A successful candidate will understand the importance of analyzing the…
",
1185,"Computer Vision Engineer, Mapping - Autonomous Vehicles",NVIDIA,,,"Pune, Maharashtra","
NVIDIA's GPUs run Deep Learning algorithms, simulating human intelligence, and act as the brain of computers, robots and self-driving cars that can perceive and…
",
1186,newSystem Specification Engineer,NOKIA,,,"Bengaluru, Karnataka","
System specification engineer owns multiple SON algorithms and drive enhancements/innovations in that area.
Minimum 15 years of experience with at least 5 years…
",
1187,newAI/ML Engineer,Bosch Group,,,"Bengaluru, Karnataka","
Overall 5+ years of IT experience with minimum of 4+ years’ experience with data mining and statistical analysis techniques(in R, Python), data processing,…
",
1188,newQA Engineer,Prevalent AI,,,"Kochi, Kerala","
The role of a QA Engineer involves defining and driving innovative automated testing strategies and toolsets into the overall development process, performing…
",
1189,Jr. Software Engineer,Nectar Infotel Solutions,,,India,"
.NET/JAVA/Python/PHP/AI+ML/IOS/Android.
As a Software Engineer, you will participate in the design / development / implementation and maintenance of software…
",
1190,AI Solution Engineer,Helius Technologies,,,India,"
Manage diverse teams of AI engineers, software developers, data scientist and domain experts to effectively complete projects on tight deadlines.
",
1191,Senior Cloud Operations Engineer,EagleView Technologies,,,"Bengaluru, Karnataka","
Communicate with software engineers about DevOps patterns and practices.
In cooperation with software engineers, machine learning teams, and finance, you will…
",
1192,"Senior Data Engineer (Databricks,Pysaprk)",Mercedes-Benz Research and Development India...,,,"Bengaluru, Karnataka","
We focus on topics ranging from computer-aided design and simulations (CAD, CAE) for powertrain, chassis and exteriors to embedded systems, telematics and…
",
1193,MLOps Engineer (Amazon AWS),Zensar Technologies,,,"Pune, Maharashtra","
Must have worked as MLOps engineer in at least 2 projects.
As an MLOps Engineer, you will be well versed with MLOps practices and tools, working closely with…
",
1194,Graphic Designer,Samespace,,,Remote,"
Experience designing, launching, and iterating on user-centered web and mobile products alongside engineers and product managers.
",
1195,Content Writer(Work From Office),Provakil,,,"Pune, Maharashtra","
Provakil is a new-age legal operations management suite for enterprises.
Provakil provides an integrated SaaS platform for legal teams to manage all aspects of…
",
1196,Machine Learning Engineer,Bravura Solutions,,,"Gurgaon, Haryana","
Implement the training algorithms, the data transformations they need and the tech stack to deploy them.
Turn researched models into scalable, maintainable code…
",
1197,AI/ML Engineer,Access Infotech,,,"Hyderabad, Telangana","
You will be responsible for designing, developing, and deploying scalable machine learning solutions and applications.
",
1198,AI Software Development Engineer,Intel,,,"Hybrid remote in Bengaluru, Karnataka","
VCG/Client AI team is part of Accelerated Computing Systems and Graphics group (AXG) at Intel, responsible for delivering foundational AI software capabilities…
",
1199,newSupport Engineer,Clari,,,"Bengaluru, Karnataka","
Clari uses AI and automation to drive growth and retention for high-performing revenue teams.
As a member of the Technical Support team, you will combine your…
",
1200,Data Science Engineer/Analyst,Invogue Creations,,,"Mumbai, Maharashtra","
Data points,basic Anaysis priovide inputs to various teams, onProduct optimization, sales and Monetization etc.
Total work: 3 years (Preferred).
",
1201,Senior 3D Printing Engineer,Vizara Technologies Private,,,"Noida, Uttar Pradesh","
Vizara is a technology start-up, founded by entrepreneurs holding PhDs from IIT Delhi, IIT Kharagpur, and MIT, offering knowledge-based solutions with Augmented…
",
1202,Deep Learning Engineer,Bipolar Factory,,,"Remote in Bengaluru, Karnataka+1 location","
Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.
Experience - 2 to 4 years.
",
1203,Senior Research Engineer (Natural Language Processing),Crimson Interactive,,,"Mumbai, Maharashtra","
We are a team of passionate researchers, data scientists, engineers, language lovers, linguists and designers building good automation and AI software for the…
",
1204,newAI Computer Vision Developer,IBM,,,"Ahmedabad, Gujarat","
As a Data Scientist / Machine Learning engineer, you are part of the IBM Ecosystem Lab where you are responsible to design and develop custom computer vision…
",
1205,Data Science Engineer/Analyst,Invogue Creations,,,"Mumbai, Maharashtra","
Data points,basic Anaysis priovide inputs to various teams, onProduct optimization, sales and Monetization etc.
Total work: 3 years (Preferred).
",
1206,Senior 3D Printing Engineer,Vizara Technologies Private,,,"Noida, Uttar Pradesh","
Vizara is a technology start-up, founded by entrepreneurs holding PhDs from IIT Delhi, IIT Kharagpur, and MIT, offering knowledge-based solutions with Augmented…
",
1207,Deep Learning Engineer,Bipolar Factory,,,"Remote in Bengaluru, Karnataka+1 location","
Develop Machine Learning (ML) models using various neural network architectures and implement the model using Python.
Experience - 2 to 4 years.
",
1208,Senior Research Engineer (Natural Language Processing),Crimson Interactive,,,"Mumbai, Maharashtra","
We are a team of passionate researchers, data scientists, engineers, language lovers, linguists and designers building good automation and AI software for the…
",
1209,newAI Computer Vision Developer,IBM,,,"Ahmedabad, Gujarat","
As a Data Scientist / Machine Learning engineer, you are part of the IBM Ecosystem Lab where you are responsible to design and develop custom computer vision…
",
1210,QA Engineer,Webomates,,,"Temporarily Remote in Noida, Uttar Pradesh","
Experience: 2 - 3 years | Location: Remote, Anywhere in India || Employment Type: Permanent Full Time | No. of Positions: 1 Immediate Joiner, within 2 weeks…
",
1211,newAssociate Engineer - Repair Engineering - Mech-Hyd Systems &...,BOEING,,,"Bengaluru, Karnataka","
This position will focus on supporting the Boeing Commercial Airplanes (BCA), Boeing Defense, Space and Security (BDS) and Boeing Global Services (BGS) business…
",
1212,NLP Engineer,Cogno Al,,,"Temporarily Remote in Mumbai, Maharashtra","
To succeed in this role, you should possess outstanding skills in statistical analysis, machine learning methods and text representation techniques.
",
1213,Senior Product Designer,Attentive AI Solutions Pvt Ltd,,,"Delhi, Delhi","
Suggest improvements to design and performance to product engineers.
You will be improving existing product designs and analysing working concepts launched by…
",
1214,newCybersecurity Engineer,lululemon India Tech Hub,,,"Bengaluru, Karnataka","
Through the Hub, we will expand our capabilities in Product Systems, Merchandising and Planning, Digital Presence, Distribution and Logistics, and Corporate…
",
1215,Product Analyst,GoKwik,,,Remote in India,"
Work collaboratively with product team members such as: product managers, engineering, design, as well as with core data team members such as DA and data…
",
1216,Requirement for AI & ML Engineer,Profile Enterprises,,,"Jaipur, Rajasthan","
Automate the infrastructure used by the Data Science team.
Develop minimum viable products based on machine learning.
Total work: 4 years (Preferred).
",
1217,Robotics Support Engineer,Movel AI,,,"Remote in New Delhi, Delhi+1 location","
Taking ownership of customer issues reported and seeing problems through to resolution.
Researching, diagnosing, troubleshooting and identifying solutions to…
",
1218,Data Engineer,Cervello Inc,,,"Bengaluru, Karnataka","
You have experience with client projects and in handling vast amounts of data – working on database design and development, data integration and ingestion,…
",
1219,Software Engineer,OurSelfStudy,,,"Varthur, Bengaluru, Karnataka","
Graduate with sound understanding on any subject Artificial Intelligence, Machine Learning.
Candidate should have experience of two completed projects of…
",
1220,newEngineer,Deutsche Bank,,,"Pune, Maharashtra","
Job Title: Data Engineer – Surveillance Analytics.
Corporate Title: Assistant Vice President.
You will be a key member of the Surveillance data analytics squad…
",
1221,Senior Systems Design Engineer - AI/ML,Xilinx,,,"Hyderabad, Telangana","
In this role, the individual will be responsible for creating system architecture specification that includes hardware and software architecture, performing…
",
1222,Senior Data scientist,ZF,,,"Chennai, Tamil Nadu","
Act as technical ‘sparring partner’ & advisor to your internal network: team leader, innovation director, technology and innovation officer, Global Innovation…
",
1223,Machine Learning Engineer,IDfy,,,"Mumbai, Maharashtra","
You are an early-career machine learning engineer (or data scientist).
You appreciate that the role of the Machine Learning engineer is not only modeling, but…
",
1224,AI Engineer,Continental AG,,,"Bengaluru, Karnataka","
Develop state-of-the-art algorithms in one or all of the following areas: deep learning (convolutional neural networks), structure from motion, object detection…
",
1225,newGPU Software Development Engineer,Intel,,,"Hybrid remote in Bengaluru, Karnataka+1 location","
The Software Product Management and Delivery (SPMD) organization inside Super Computing Group (SCG) (part of AXG - Accelerated Computing Systems and Graphics…
",
1226,Clinical Research Informaticist,ConcertAI,,,"Bengaluru, Karnataka","
Working with engineers, data sources, data scientists, clinical stakeholders, and clients to advance understanding and use of our data.
",
1227,DevOps Engineer,GoKwik,,,Temporarily Remote in India,"
Who We Are as a Company:
GoKwik was founded in 2020 with one simple mission, to democratize the shopping experience and increase the GMV realization for e…
",
1228,Machine Learning Engineer,TAC Security,,,"Bengaluru, Karnataka","
WHAT YOU’LL BE DOING.
— Ensures software applications are built with quality while conforming to corporate and regulatory processes and practices by.
",
1229,Senior Software Engineer - AI,QuEST Global Engineering,,,"Thiruvananthapuram, Kerala","
Required Skills: •Knowledge of machine learning (ML) and statistical modeling concepts.
Deep knowledge of ML concepts for classification, regression, clustering…
",
1230,Senior Data Engineer,Pactera Edge,,,"Hyderabad, Telangana","
8+ years of experience in creating Data Platform Solutions.
5+ years of experience in implementing Data bricks, Data bricks Note book, Data Lakes, Data…
",
1231,AI Frameworks Validation Engineer,Intel,,,"Hybrid remote in Bengaluru, Karnataka","
Conducts design and development to build and optimize AI software.
Designs, develops, and optimizes for AI frameworks (e.g., OpenVINO) and to contribute to…
",
1232,Deep Learning Inference & Compiler Engineer,"Deeplite, Inc.",,,"Remote in Bengaluru, Karnataka","
Based in Montreal and Toronto, Deeplite is an AI software company dedicated to enabling AI for everyday life.
Deeplite has secured revenue-generating customers,…
",
1233,Support Engineer,Peak AI,,,"Pune, Maharashtra","
Peak is the Decision Intelligence company.
We are on a mission to help organisations use AI to make great commercial decisions, all the time.
",
1234,"new(6400-1037) Staff Engineer - SerDes IP Subsystems, Verificat...",Achronix Semiconductor Corporation,,,"Bengaluru, Karnataka","
Achronix Semiconductor Corporation is a fabless semiconductor corporation based in Santa Clara, California, offering high-performance FPGA solutions.
",
1235,Engineer IIOT,Velox Automation,,,"Surat, Gujarat","
B.E/B.Tech. (Electronics/Instrumentation/Electrical/Computer/Industrial/IT) with 2-5 years experience.
Able to integrate real-time data from business systems,…
",
1236,Data Scientist - I/II,sharechat,,,"Bengaluru, Karnataka","
Apply expert coding skills to develop scalable product features in partnership with other engineers on app and infrastructure teams.
",
1237,newEngineer,Mahindra & Mahindra Ltd.,,,"Chennai, Tamil Nadu","
Support in identifying the Technologies and aligning with our Brand / Core Objective through Technology Frame-work and Development through TRL Process.
",
1238,newSoftware Engineer,Gartner,,,"Hyderabad, Telangana","
Design and implement highly scalable web-based applications and services with Java, Spring, Cassandra distributed data store, Solr search, Kafka messaging and…
",
1239,newSenior Engineer - Power Systems,EATON,,,"Hadapsar, Pune, Maharashtra","
This position enables the person hired to develop new technologies, improve existing products, acquire internal and external funding, lead discussions with…
",
1240,AI Data Engineer with Scala,Lingaro Group,,,Remote in India,"
Cooperation with top-tier engineers and experts.
Working with Data Science teams to implement Machine Learning and statistical models into production.
",
1241,Data Scientist – AI / Deep Learning for Automated Driving,Bosch Group,,,"Bengaluru, Karnataka","
1.You are developing video perception algorithms for unsolved problems in the technology area – perception for autonomous drive vehicles.
",
1242,Senior Software Engineer-R&D,Flytxt Mobile Solutions,,,"Thiruvananthapuram, Kerala","
Sc in Computer Science or a related discipline (Applied Mathematics, Statistics, Electrical and/or Computer Engineering) or MCA.
",
1243,"new(6400-1066) Senior Design Engineer, Verification",Achronix Semiconductor Corporation,,,"Bengaluru, Karnataka","
Type of Position: Regular, Exempt.
Reports to: Sr. Manager/Director, Hardware Engineering.
The Hardware Engineering group in India is responsible for all SoC…
",
1244,Research Software Engineer,IBM,,,"Bengaluru, Karnataka","
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",
1245,IT Admin Desktop Support Engineer,AIMLEAP,,,Remote,"
6 months to 1 Year Experience.
We are looking for a dedicated support team member that can assist with fixing connection problems, troubleshooting hardware…
",
1246,Python Engineer,MetaMap,,,"Bengaluru, Karnataka","
Maintaining production codebase for computer-vision & deep learning project (set of dockerized backend services).
Monitoring the system in production.
",
1247,OCP Development Engineer,IBM,,,"Bengaluru, Karnataka","
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",
1248,newMachine Learning Engineer,Ericsson,,,"Bengaluru, Karnataka","
A specialist software engineer with experience building large-scale systems and enjoys optimizing systems and evolving them.
",
1249,Machine Learning Engineer,OptiSol,,,"Chennai, Tamil Nadu","
Contribute towards building data pipelines in AWS, utilizing a variety of services.
Contribute to data strategy for our clients through research into best…
",
1250,newMachine Learning Engineer,Ericsson,,,"Bengaluru, Karnataka","
A specialist software engineer with experience building large-scale systems and enjoys optimizing systems and evolving them.
",
1251,Machine Learning Engineer,OptiSol,,,"Chennai, Tamil Nadu","
Contribute towards building data pipelines in AWS, utilizing a variety of services.
Contribute to data strategy for our clients through research into best…
",
1252,newAutomation Test Engineer,IDS Infotech,,,"Chandigarh, Chandigarh","
Total experience: Minimum 4to 6 years.
Minimum 3 years of proven experience in Test Automation framework, Design, and Implementation.
",
1253,ASIC Logic Engineers,Talent Basket,,,"Remote in Bengaluru, Karnataka","
Extensive experience in ASIC designing, RTL programming, Micro architecture on major blocks, Verilog & Verification skills,.
Across 4- 15 years of experience.
",
1254,Mechanical Engineer - Analysis and Simulations,Unbox Robotics,,,"Pune, Maharashtra","
Formulate Mathematical models and other methods of computer analysis to develop and evaluate the design of systems.
Create Structural models and assemblies.
",
1255,Network Design Engineer,Prodapt SA,,,"Hyderabad, Telangana","
ARAMIS ( AT&T network design tool) and AutoCAD (for design of Network layouts).
FTT Telecommunications Network Drafting/Designing/Planning .
",
1256,Research Engineer II,BLAIZE,,,"Hyderabad, Telangana","
Hands on experience on Computer Vision (CV), Machine Learning (ML), Deep Learning (Neural Network (NN), CNN, DNN, RNN), Reinforcement Learning (RL), Linear…
",
1257,High Speed Input/Output Silicon Validation Engineer,Google,,,"Bengaluru, Karnataka","
Bachelor's degree in Computer/Electrical Engineering, Computer Science or equivalent practical experience.
3 years of experience in Silicon Validation.
",
1258,newUX Designer,Eightfold AI India Pvt Ltd,,,"Remote in Bengaluru, Karnataka+1 location","
Have contributed as a design partner and a strong collaborator with product managers and engineers.
Work closely with Product Managers to identify the problems,…
",
1259,Engineer - RSA Archer,Amex,,,"Gurgaon, Haryana","
The successful candidate for this role will continue to grow their knowledge and skills with RSA archer into an experienced hands-on engineer with the tool.
",
1260,Associate Liaison Engineer,BOEING,,,"Bengaluru, Karnataka","
A successful candidate will be part of Manufacturing Engineering team responsible for providing timely resolutions for the non-conformances and shop requests…
",
1261,Golang/Python with Kubernetes Engineer,WAVELABS TECHNOLOGIES,,,"Hyderabad, Telangana","
Python / Golang Developer with Kubernetes - 3+ Years.
Hands-on experience & Very strong in Python / Golang Programming (at least 2 years of practical experience…
",
1262,TMD - R&D - Mechatronics - Embedded Software Engineer,Lakshmi Machine Works,,,"Coimbatore, Tamil Nadu","
Responsible for developing Machine application software through Modular Programming(Embedded Software) as per SDLC and AGILE SCRUM methodology.
",
1263,AI/ML Architect,Cyient,,,"Pune, Maharashtra","
Provide design input specifications, requirements, and guidance to software engineers for algorithm implementation.
Certifications in ML, Deep Learning.
",
1264,Executive / Sr. Executive,Indigo Airlines,,,"Gurgaon, Haryana","
Executive / Sr. Executive (FDM) will be responsible for:
Downloading & Reconciliation of Flight data.
Timely preparation of CVR and FDR readout reports as and…
",
1265,newChief Technology Officer,Khushi Baby,,,"Jaipur, Rajasthan","
You’ve managed, mentored, and inspired a small team of engineers providing architectural guidance, code reviews, etc.
",
1266,Data Engineer – Fresher,FACTANA,,,"Chennai, Tamil Nadu","
Minimum 0 – 1 years of experience in Data Engineering using Python.
Develop complex SQL database structure, schema and models to achieve data processing needs.
",
1267,newSystem Engineer – L2 Support,CustomerXPs,,,"Mumbai, Maharashtra","
Render exceptional first-tier phone/email support for efficient resolution of technology and functional problems across all products.
",
1268,Software Engineer - Backend,Bluecore,,,Remote,"
Work cross-functionally with product managers, data scientists, and engineers to deliver high-quality products.
",
1269,Engineer - PD,Cyient,,,"Hyderabad, Telangana","
Good Knowledge e and hands-on experience on Netlist2GDSII Implementation i.e.
Floor planning, Placement Routing or STA or Physical Verification.
",
1270,Runtimes and Middleware Optimization Engineer,Intel,,,"Bengaluru, Karnataka","
Our developers and software engineers work in all software layers, across multiple operating systems and platforms to enable cutting-edge solutions.
",
1271,newVerification Engineer,NVIDIA,,,"Bengaluru, Karnataka+1 location","
We are now looking for RTL Design engineers for our Security Subsystem Design deployed in Automotive, GPU, DPU and Client chips.
",
1272,newIP Connectivity Engineer,Ericsson,,,"Noida, Uttar Pradesh","
To provide support on Incidents, Problem resolutions and technical operations/deployments on wide area network technologies & Products such as Routers, Switches…
",
1273,Machine Learning Engineer,Armorblox,,,"Bengaluru, Karnataka","
2+ years of work experience as a machine learning engineer, data scientist and software developer.
As a key member of the Engineering team, you will be…
",
1274,newSenior Engineer- Machine Learning,Eightfold.AI,,,India,"
We are building the upcoming Job Intelligence Engine to define Job Architecture in an organization.
With the power of machine learning, we are solving problems…
",
1275,Assistant Manager - Quality Assurance/ Control EMS (Electron...,Sahasra Electronic Pvt . Ltd,,,"Noida, Uttar Pradesh","
Reducing rejections and repairing in field by involving other stake holders in loop and driving improvement actions managing a team of service engineers and…
",
1276,Software Engineer (R&D),Read-Ink Technologies Pvt Ltd,,,"Bengaluru, Karnataka","
(Computer Science, Electrical Engineering) from IITs or NITs (Candidates from other streams with relevant background as given below may also apply).
",
1277,"Intern, Machine Learning Engineer",Evolent Health,,,"Temporarily Remote in Pune, Maharashtra","
The Intern – Machine Learning Engineer will support building of AI products in Agile fashion that empower healthcare payers, providers and members to quickly…
",
1278,newAI/ML Data Annotation Analyst,"JPMorgan Chase Bank, N.A.",,,"Hyderabad, Telangana+1 location","
Collaborate with stakeholders including machine learning engineers, data scientists, data engineers and product managers across all of JPMorgan Chase's lines of…
",
1279,new_VOIS India Big Data & Analytics,Vodafone,,,"Remote in Pune, Maharashtra","
Amazon Web Services (AWS), Business Insights, Optimization, Python (Programming Language), Credit Risk, Statistical Learning, Statistics, Analytics, Big Data,…
",
1280,newAI/ML Data Annotation Analyst,"JPMorgan Chase Bank, N.A.",,,"Hyderabad, Telangana+1 location","
Collaborate with stakeholders including machine learning engineers, data scientists, data engineers and product managers across all of JPMorgan Chase's lines of…
",
1281,new_VOIS India Big Data & Analytics,Vodafone,,,"Remote in Pune, Maharashtra","
Amazon Web Services (AWS), Business Insights, Optimization, Python (Programming Language), Credit Risk, Statistical Learning, Statistics, Analytics, Big Data,…
",
1282,newBoomi Senior Principal AI/ML Engineer,Boomi,,,"Bengaluru, Karnataka","
Collaborate closely with data scientists, data engineers, and software engineers in a multidisciplinary work environment.
",
1283,Block Chain - Lead Engineer,Prodapt SA,,,"Chennai, Tamil Nadu","
Working experience with Hyperledger / Ethereum or any of the industry leading distributed ledger platforms.
Ledge Databse Hyperledger Fabric Distributed ledgers…
",
1284,Lead Engineer,Collins Aerospace,,,"Hyderabad, Telangana","
The candidate will be part of the Advanced Technology team which is working on Research and Innovation projects that redefine the aerospace.
",
1285,newPCB Layout Design Engineer,Kritikal Solutions,,,"Greater Noida, Uttar Pradesh","
Role: Design & Engineering, Product Testing, Prototyping.
Functional Area: Electronics hardware design, motherboard design.
",
1286,Sailpoint Developer,Findability Sciences,,,Remote,"
Primary Skill: 2+ years of experience in end-to-end SailPoint IdentityIQ (IIQ) implementation.*.
Secondary Skill(s): Good to have an understanding of OAUTH,…
",
1287,Senior Software Engineer,Life Tree Consulting,,,"Noida, Uttar Pradesh","
Work alongside other engineers on the team to elevate technology and consistently apply best practices.
Design and develop a processing platform using various…
",
1288,AI Solution Engineer,Intel,,,"Hybrid remote in Bengaluru, Karnataka","
Total 6+ years of experience in the industry with at least 3+ years in AI domain.
Minimum three years of hands-on experience applying machine learning…
",
1289,Senior Software Engineer,ZoomRX Health Care,,,"Remote in Chennai, Tamil Nadu","
Re-engineer current systems to allow for flexibility, stability, and scalability while preserving existing functionality.
",
1290,newDisaster Recovery Software Development Engineer,IBM,,,"Kochi, Kerala","
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",
1291,System Test Engineer - eMobility Solutions,Siemens Technology and Services Private Limited,,,"Bengaluru, Karnataka","
As System Test Engineer - eMobility charging Solutions ,you will be part of a highly dynamic, modern, and distributed development team contributing and driving…
",
1292,Python Developer,The Skillions,,,"Gurgaon, Haryana","
Python Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services.
",
1293,Sr. UI/UX Designer,Streak AI Technologies,,,"Bengaluru, Karnataka","
Gather and evaluate user requirements in collaboration with product managers and engineers.
This includes mobile responsive websites and mobile apps (Android…
",
1294,"CPU Performance Engineer, Devices and Services",Google,,,"Bengaluru, Karnataka","
Leveraging your CPU-specific knowledge and expertise, you’ll be working with engineers in power, thermal, security, physical design and other subsystem teams on…
",
